coffee_name,coffee_review_url,coffee_brand_url,coffee_web_name
Guatemala El Soccoro Maracaturra Washed,https://www.coffeereview.com/review/guatemala-el-soccoro-maracaturra-washed/,https://bearlakecoffee.com/,guatemala-el-soccoro-maracaturra-washed
El Salvador Dehydrated Honey Hybrid 1,https://www.coffeereview.com/review/el-salvador-dehydrated-honey-hybrid-1/,https://bearlakecoffee.com/,el-salvador-dehydrated-honey-hybrid-1
Costa Rica Las Lajas SL-28 Natural,https://www.coffeereview.com/review/costa-rica-las-lajas-sl-28-natural/,https://www.durangocoffee.com/,costa-rica-las-lajas-sl-28-natural
Ethiopia Faysel Abdosh,https://www.coffeereview.com/review/ethiopia-faysel-abdosh/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,ethiopia-faysel-abdosh
Nicaragua Procafe Regenerative-Organic Certified,https://www.coffeereview.com/review/nicaragua-procafe-regenerative-organic-certified/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,nicaragua-procafe-regenerative-organic-certified
Ethiopia Guji Bishala G1 Red Honey,https://www.coffeereview.com/review/ethiopia-guji-bishala-g1-red-honey/,https://douzhaicafe.com/,ethiopia-guji-bishala-g1-red-honey
Ethiopia Sidama Bensa Shantawene Gatta Kenean Dukamo Anaerobic Natural G1,https://www.coffeereview.com/review/ethiopia-sidama-bensa-shantawene-gatta-kenean-dukamo-anaerobic-natural-g1/,https://douzhaicafe.com/,ethiopia-sidama-bensa-shantawene-gatta-kenean-dukamo-anaerobic-natural-g1
Ethiopia Natural Guji Shakiso Anasora G1,https://www.coffeereview.com/review/ethiopia-natural-guji-shakiso-anasora-g1/,https://douzhaicafe.com/,ethiopia-natural-guji-shakiso-anasora-g1
Ethiopia Sidamo Arbegona OLOROSO Station 74158 TOP GRADE 1 Yellow Honey,https://www.coffeereview.com/review/ethiopia-sidamo-arbegona-oloroso-station-74158-top-grade-1-yellow-honey/,https://douzhaicafe.com/,ethiopia-sidamo-arbegona-oloroso-station-74158-top-grade-1-yellow-honey
DRC Mukwinja,https://www.coffeereview.com/review/drc-mukwinja/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,drc-mukwinja
Colombia Huila La Florida Natural Selective,https://www.coffeereview.com/review/colombia-huila-la-florida-natural-selective/,https://douzhaicafe.com/,colombia-huila-la-florida-natural-selective
Ethiopia Guji Hambela Natural G1,https://www.coffeereview.com/review/ethiopia-guji-hambela-natural-g1/,https://douzhaicafe.com/,ethiopia-guji-hambela-natural-g1
Ethiopia Oromia Guji Uraga Kurume TOP GRADE 1 Anaerobic Natural,https://www.coffeereview.com/review/ethiopia-oromia-guji-uraga-kurume-top-grade-1-anaerobic-natural/,https://douzhaicafe.com/,ethiopia-oromia-guji-uraga-kurume-top-grade-1-anaerobic-natural
Kenya Nyeri Hill AB,https://www.coffeereview.com/review/kenya-nyeri-hill-ab/,https://roadmapcoffeeworks.com/,kenya-nyeri-hill-ab
Ethiopia Sidama  Bombe Natural,https://www.coffeereview.com/review/ethiopia-sidama-bombe-natural-2/,https://www.bargain-cafe.com/,ethiopia-sidama-bombe-natural-2
Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-12/,https://roadmapcoffeeworks.com/,ethiopia-kayon-mountain-12
Colombia Red Sunset,https://www.coffeereview.com/review/colombia-red-sunset/,https://roadmapcoffeeworks.com/,colombia-red-sunset
Encounter Passionfruit Orchard,https://www.coffeereview.com/review/encounter-passionfruit-orchard/,https://www.bargain-cafe.com/,encounter-passionfruit-orchard
Kenya Starry Night’s Fruitful Serenity,https://www.coffeereview.com/review/kenya-starry-nights-fruitful-serenity/,https://www.bargain-cafe.com/,kenya-starry-nights-fruitful-serenity
Espresso Giusto Blend,https://www.coffeereview.com/review/espresso-giusto-blend/,https://roadmapcoffeeworks.com/,espresso-giusto-blend
Blue Ridge Blend,https://www.coffeereview.com/review/blue-ridge-blend-3/,https://roadmapcoffeeworks.com/,blue-ridge-blend-3
Panama Geisha Vuelta DRD Natural Lot GN-01,https://www.coffeereview.com/review/panama-geisha-vuelta-drd-natural-lot-gn-01/,https://paradiseroasters.com/,panama-geisha-vuelta-drd-natural-lot-gn-01
Panama Kaizen Lot GW-01,https://www.coffeereview.com/review/panama-kaizen-lot-gw-01/,https://paradiseroasters.com/,panama-kaizen-lot-gw-01
Kona Geisha Champagne Natural,https://www.coffeereview.com/review/kona-geisha-champagne-natural-2/,https://paradiseroasters.com/,kona-geisha-champagne-natural-2
Ethiopia Nano Genji Lot #8,https://www.coffeereview.com/review/ethiopia-nano-genji-lot-8/,http://bit.ly/37apemI,ethiopia-nano-genji-lot-8
Colombia Hacienda La Pradera Mokka,https://www.coffeereview.com/review/colombia-hacienda-la-pradera-mokka/,http://bit.ly/37apemI,colombia-hacienda-la-pradera-mokka
Kenya Crown Jewel Nyeri Ichamama,https://www.coffeereview.com/review/kenya-crown-jewel-nyeri-ichamama/,http://bit.ly/37apemI,kenya-crown-jewel-nyeri-ichamama
La Piragua Pink Bourbon Colombia,https://www.coffeereview.com/review/la-piragua-pink-bourbon-colombia/,https://www.jbccoffeeroasters.com/product-category/coffee/,la-piragua-pink-bourbon-colombia
Kenya Baragwi Guama,https://www.coffeereview.com/review/kenya-baragwi-guama/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,kenya-baragwi-guama
Guatemala Punta del Cerro,https://www.coffeereview.com/review/guatemala-punta-del-cerro/,https://www.intuitioncoffee.com/,guatemala-punta-del-cerro
Ethiopia Washed Uraga More Floral Kurume Espresso,https://www.coffeereview.com/review/ethiopia-washed-uraga-more-floral-kurume-espresso/,http://www.kakalovecafe.com.tw/,ethiopia-washed-uraga-more-floral-kurume-espresso
Ethiopia Natural Sidama ALO Village FL,https://www.coffeereview.com/review/ethiopia-natural-sidama-alo-village-fl/,http://www.kakalovecafe.com.tw/,ethiopia-natural-sidama-alo-village-fl
Ethiopia Washed Sidama Bura Karamo 74158,https://www.coffeereview.com/review/ethiopia-washed-sidama-bura-karamo-74158/,http://www.kakalovecafe.com.tw/,ethiopia-washed-sidama-bura-karamo-74158
Ethiopia Natural Guji Hambella Wamena Buku G1,https://www.coffeereview.com/review/ethiopia-natural-guji-hambella-wamena-buku-g1/,http://www.kakalovecafe.com.tw/,ethiopia-natural-guji-hambella-wamena-buku-g1
Ethiopia Natural Sidama Niguse Gemeda 74158,https://www.coffeereview.com/review/ethiopia-natural-sidama-niguse-gemeda-74158/,http://www.kakalovecafe.com.tw/,ethiopia-natural-sidama-niguse-gemeda-74158
Guatemala Naranjas Nadando,https://www.coffeereview.com/review/guatemala-naranjas-nadando/,https://www.ptscoffee.com,guatemala-naranjas-nadando
Songstress Geisha,https://www.coffeereview.com/review/songstress-geisha/,https://www.facebook.com/heatcoffee768,songstress-geisha
Narcissus,https://www.coffeereview.com/review/narcissus/,https://www.facebook.com/heatcoffee768,narcissus
Venture Coffee Blend,https://www.coffeereview.com/review/venture-coffee-blend/,https://www.facebook.com/heatcoffee768,venture-coffee-blend
Ethiopia Gesha Village Surma 1931 Mossto Anaerobic Honey,https://www.coffeereview.com/review/ethiopia-gesha-village-surma-1931-mossto-anaerobic-honey/,https://bearlakecoffee.com/,ethiopia-gesha-village-surma-1931-mossto-anaerobic-honey
Panama Bambito Estate Geisha,https://www.coffeereview.com/review/panama-bambito-estate-geisha/,https://mostracoffee.com/,panama-bambito-estate-geisha
Colombia Efren Echeverry,https://www.coffeereview.com/review/colombia-efren-echeverry/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,colombia-efren-echeverry
Fincas Las Moritas Pacamara Amarillo,https://www.coffeereview.com/review/fincas-las-moritas-pacamara-amarillo/,https://elgran.cafe/,fincas-las-moritas-pacamara-amarillo
Bunny Kitty Blend,https://www.coffeereview.com/review/bunny-kitty-blend/,https://jauntcoffee.com/,bunny-kitty-blend
Ayla Bombe Natural,https://www.coffeereview.com/review/ayla-bombe-natural/,https://www.jbccoffeeroasters.com/product-category/coffee/,ayla-bombe-natural
Wilton Benitez Striped Bourbon Colombia,https://www.coffeereview.com/review/wilton-benitez-striped-bourbon-colombia/,https://www.jbccoffeeroasters.com/product-category/coffee/,wilton-benitez-striped-bourbon-colombia
Buena Vista Pink Bourbon Colombia,https://www.coffeereview.com/review/buena-vista-pink-bourbon-colombia/,https://www.jbccoffeeroasters.com/product-category/coffee/,buena-vista-pink-bourbon-colombia
Yabitu Koba Ethiopia,https://www.coffeereview.com/review/yabitu-koba-ethiopia/,https://www.jbccoffeeroasters.com/product-category/coffee/,yabitu-koba-ethiopia
Ethiopia Banko Washed,https://www.coffeereview.com/review/ethiopia-banko-washed/,https://www.redroostercoffee.com/collections/coffee,ethiopia-banko-washed
Colombia Villa Betulia CM Sidra,https://www.coffeereview.com/review/colombia-villa-betulia-cm-sidra/,https://www.corvuscoffee.com/,colombia-villa-betulia-cm-sidra
Ethiopia Anaerobic Worka Sakaro,https://www.coffeereview.com/review/ethiopia-anaerobic-worka-sakaro/,https://www.redroostercoffee.com/collections/coffee,ethiopia-anaerobic-worka-sakaro
Costa Rica Hacienda Sonora Natural Milenio,https://www.coffeereview.com/review/costa-rica-hacienda-sonora-natural-milenio/,https://www.corvuscoffee.com/,costa-rica-hacienda-sonora-natural-milenio
Costa Rica Alma Negra Natural,https://www.coffeereview.com/review/costa-rica-alma-negra-natural/,https://www.redroostercoffee.com/collections/coffee,costa-rica-alma-negra-natural
El Salvador Finca Santa Sofia Natural Kenya,https://www.coffeereview.com/review/el-salvador-finca-santa-sofia-natural-kenya/,https://www.corvuscoffee.com/,el-salvador-finca-santa-sofia-natural-kenya
Colombia Aponte Honey,https://www.coffeereview.com/review/colombia-aponte-honey/,https://www.redroostercoffee.com/collections/coffee,colombia-aponte-honey
Good Tidings Holiday Sweet,https://www.coffeereview.com/review/good-tidings-holiday-sweet/,https://www.redroostercoffee.com/collections/coffee,good-tidings-holiday-sweet
Guatemala Maravilla La Cumbre Washed Pache,https://www.coffeereview.com/review/guatemala-maravilla-la-cumbre-washed-pache/,https://www.corvuscoffee.com/,guatemala-maravilla-la-cumbre-washed-pache
Venezuela La Curva,https://www.coffeereview.com/review/venezuela-la-curva/,https://www.redroostercoffee.com/collections/coffee,venezuela-la-curva
El Salvador Finca Don Jaime,https://www.coffeereview.com/review/el-salvador-finca-don-jaime/,https://www.consciouscup.com/,el-salvador-finca-don-jaime
Finca Huixoc Geisha,https://www.coffeereview.com/review/finca-huixoc-geisha-2/,https://elgran.cafe/,finca-huixoc-geisha-2
Finca Santa Elisa Geisha,https://www.coffeereview.com/review/finca-santa-elisa-geisha-2/,https://elgran.cafe/,finca-santa-elisa-geisha-2
Finca La Esperanza,https://www.coffeereview.com/review/finca-la-esperanza/,https://elgran.cafe/,finca-la-esperanza
El Salvador Finca Plan de Hoyo,https://www.coffeereview.com/review/el-salvador-finca-plan-de-hoyo/,https://www.consciouscup.com/,el-salvador-finca-plan-de-hoyo
Espresso Np. 7 Fincas Las Moritas Pacamaras,https://www.coffeereview.com/review/espresso-np-7-fincas-las-moritas-pacamaras/,https://elgran.cafe/,espresso-np-7-fincas-las-moritas-pacamaras
Finca Retana,https://www.coffeereview.com/review/finca-retana/,https://elgran.cafe/,finca-retana
Finca San Ramón,https://www.coffeereview.com/review/finca-san-ramon/,https://elgran.cafe/,finca-san-ramon
Todos Santos Cuchumatanán Pacamara,https://www.coffeereview.com/review/todos-santos-cuchumatanan-pacamara/,https://elgran.cafe/,todos-santos-cuchumatanan-pacamara
Finca Huixoc Pacamara,https://www.coffeereview.com/review/finca-huixoc-pacamara-2/,https://elgran.cafe/,finca-huixoc-pacamara-2
5a Poniente,https://www.coffeereview.com/review/5a-poniente-5/,https://elgran.cafe/,5a-poniente-5
5a Sur,https://www.coffeereview.com/review/5a-sur-5/,https://elgran.cafe/,5a-sur-5
Guatemala El Socorro Natural,https://www.coffeereview.com/review/guatemala-el-socorro-natural/,https://coffeebros.com/,guatemala-el-socorro-natural
Costa Rica Rivense Finca El Mango Honey Process,https://www.coffeereview.com/review/costa-rica-rivense-finca-el-mango-honey-process/,https://jackrabbitjava.com/,costa-rica-rivense-finca-el-mango-honey-process
Ethiopia Guji Shakiso Gigeso Natural,https://www.coffeereview.com/review/ethiopia-guji-shakiso-gigeso-natural/,https://bit.ly/2P8dTQf,ethiopia-guji-shakiso-gigeso-natural
Ethiopia Guji Buku Sayisa Natural,https://www.coffeereview.com/review/ethiopia-guji-buku-sayisa-natural/,https://bit.ly/2P8dTQf,ethiopia-guji-buku-sayisa-natural
Tanzania AB Nsoga Iweyza,https://www.coffeereview.com/review/tanzania-ab-nsoga-iweyza/,https://jackrabbitjava.com/,tanzania-ab-nsoga-iweyza
Bolivia San Lorenzo,https://www.coffeereview.com/review/bolivia-san-lorenzo/,https://jackrabbitjava.com/,bolivia-san-lorenzo
Ethiopia Yirgacheffe Biloya Anaerobic,https://www.coffeereview.com/review/ethiopia-yirgacheffe-biloya-anaerobic/,https://bit.ly/2P8dTQf,ethiopia-yirgacheffe-biloya-anaerobic
Colombia Water Process Decaf,https://www.coffeereview.com/review/colombia-water-process-decaf/,https://jackrabbitjava.com/,colombia-water-process-decaf
Kenya Kiamwangi Factory AA TOP,https://www.coffeereview.com/review/kenya-kiamwangi-factory-aa-top/,https://www.buoncaffe.com.tw/,kenya-kiamwangi-factory-aa-top
Ethiopia Sidama Bensa Hamasho Washed TOH#2,https://www.coffeereview.com/review/ethiopia-sidama-bensa-hamasho-washed-toh2/,https://www.buoncaffe.com.tw/,ethiopia-sidama-bensa-hamasho-washed-toh2
X’mas Blend,https://www.coffeereview.com/review/xmas-blend/,https://www.buoncaffe.com.tw/,xmas-blend
Ethiopia Sidama Arbegona Bochesa Natural,https://www.coffeereview.com/review/ethiopia-sidama-arbegona-bochesa-natural/,https://www.buoncaffe.com.tw/,ethiopia-sidama-arbegona-bochesa-natural
Ethiopia Sidama Arbegona Natural ASD TOH#2,https://www.coffeereview.com/review/ethiopia-sidama-arbegona-natural-asd-toh2/,https://www.buoncaffe.com.tw/,ethiopia-sidama-arbegona-natural-asd-toh2
Costa Rica Red Java Honey Finca Los Pinitos,https://www.coffeereview.com/review/costa-rica-red-java-honey-finca-los-pinitos/,https://magnoliacoffeeco.com/,costa-rica-red-java-honey-finca-los-pinitos
Costa Rica Finca El Cañal Double Diamond,https://www.coffeereview.com/review/costa-rica-finca-el-canal-double-diamond/,https://magnoliacoffeeco.com/,costa-rica-finca-el-canal-double-diamond
Honduras Roger Dominguez,https://www.coffeereview.com/review/honduras-roger-dominguez/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,honduras-roger-dominguez
Ethiopia Dembi,https://www.coffeereview.com/review/ethiopia-dembi/,https://www.rustydogcoffee.com/,ethiopia-dembi
Guatemala Finca Los Dos Socios,https://www.coffeereview.com/review/guatemala-finca-los-dos-socios/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,guatemala-finca-los-dos-socios
Guatemala Buenos Aires,https://www.coffeereview.com/review/guatemala-buenos-aires/,https://www.rustydogcoffee.com/,guatemala-buenos-aires
Honduras Pacayal Regenerative Organic-Certified,https://www.coffeereview.com/review/honduras-pacayal-regenerative-organic-certified/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,honduras-pacayal-regenerative-organic-certified
Decaf Mexico Esmeralda,https://www.coffeereview.com/review/decaf-mexico-esmeralda/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,decaf-mexico-esmeralda
Thai Law Wu,https://www.coffeereview.com/review/thai-law-wu/,https://www.rustydogcoffee.com/,thai-law-wu
Ngurueri Kenya,https://www.coffeereview.com/review/ngurueri-kenya/,https://www.jbccoffeeroasters.com/product-category/coffee/,ngurueri-kenya
Cruz Loma Ecuador,https://www.coffeereview.com/review/cruz-loma-ecuador/,https://www.jbccoffeeroasters.com/product-category/coffee/,cruz-loma-ecuador
El Faldon Colombia,https://www.coffeereview.com/review/el-faldon-colombia/,https://www.jbccoffeeroasters.com/product-category/coffee/,el-faldon-colombia
Ballista Espresso,https://www.coffeereview.com/review/ballista-espresso/,https://barringtoncoffee.com,ballista-espresso
Ethiopia Natural Lion 88,https://www.coffeereview.com/review/ethiopia-natural-lion-88/,https://www.davidsnosecoffee.com/,ethiopia-natural-lion-88
Ethiopia Washed Baby Geisha,https://www.coffeereview.com/review/ethiopia-washed-baby-geisha/,https://www.davidsnosecoffee.com/,ethiopia-washed-baby-geisha
Ethiopia Anaerobic Washed Wild Rose,https://www.coffeereview.com/review/ethiopia-anaerobic-washed-wild-rose/,https://www.davidsnosecoffee.com/,ethiopia-anaerobic-washed-wild-rose
PNG New Heaven,https://www.coffeereview.com/review/png-new-heaven/,https://www.davidsnosecoffee.com/,png-new-heaven
Colombia Santa Monica Pink Bourbon Honey Co-Ferment Strawberry,https://www.coffeereview.com/review/colombia-santa-monica-pink-bourbon-honey-co-ferment-strawberry/,https://oceanacoffee.com/,colombia-santa-monica-pink-bourbon-honey-co-ferment-strawberry
Colombia Finca Juan Martin Sidra Natural,https://www.coffeereview.com/review/colombia-finca-juan-martin-sidra-natural/,https://oceanacoffee.com/,colombia-finca-juan-martin-sidra-natural
Colombia El Paraiso Geisha Anti-Maceration,https://www.coffeereview.com/review/colombia-el-paraiso-geisha-anti-maceration/,https://www.sotcoffee.com/,colombia-el-paraiso-geisha-anti-maceration
Panama Bambito Gesha,https://www.coffeereview.com/review/panama-bambito-gesha/,https://oliverscustomcoffee.com/,panama-bambito-gesha
Kona Monarch Gesha Champagne,https://www.coffeereview.com/review/kona-monarch-gesha-champagne/,https://oliverscustomcoffee.com/,kona-monarch-gesha-champagne
Panama Geisha Vuelta DRD Natural,https://www.coffeereview.com/review/panama-geisha-vuelta-drd-natural/,https://paradiseroasters.com/,panama-geisha-vuelta-drd-natural
Kona S12 Kaffa Washed,https://www.coffeereview.com/review/kona-s12-kaffa-washed/,https://paradiseroasters.com/,kona-s12-kaffa-washed
