title,roaster,score,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,coffee_name,coffee_review_url,coffee_brand_url,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Price per once
Wilton Benitez Colombia Yellow Bourbon,JBC Coffee Roasters,96,"Madison, Wisconsin","Piendamó, Cauca, Colombia",Light,63/88,$22.00/8 ounces,February 2025,9.0,9.0,9,10,9.0,,Wilton Benitez Colombia Yellow Bourbon,https://www.coffeereview.com/review/wilton-benitez-colombia-yellow-bourbon/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,0,0,0,0,$22.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Colombia Chachagüí Mild Roast,Rusty Dog Coffee,93,"Madison, Wisconsin","Chachagüí, Nariño Department, Colombia",Medium-Light,59/77,$21.00/12 ounces,February 2025,9.0,8.0,9,9,8.0,,Colombia Chachagüí Mild Roast,https://www.coffeereview.com/review/colombia-chachagui-mild-roast-2/,https://www.rustydogcoffee.com/,0,0,0,0,0,0,$21.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Colombia Chachagüí Mild Roast,Rusty Dog Coffee,93,"Madison, Wisconsin","Chachagüí, Nariño Department, Colombia",Medium-Light,59/77,$21.00/12 ounces,February 2025,9.0,8.0,9,9,8.0,,Colombia Chachagüí Mild Roast,https://www.coffeereview.com/review/colombia-chachagui-mild-roast/,https://www.rustydogcoffee.com/,0,0,0,0,0,0,$21.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Murundo People’s Farm Rwanda,JBC Coffee Roasters,93,"Madison, Wisconsin","Nyamasheke District, Western Province, Rwanda",Medium-Light,57/79,$20.00/12 ounces,February 2025,9.0,8.0,9,9,8.0,,Murundo People’s Farm Rwanda,https://www.coffeereview.com/review/murundo-peoples-farm-rwanda-2/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Murundo People’s Farm Rwanda,JBC Coffee Roasters,93,"Madison, Wisconsin","Nyamasheke District, Western Province, Rwanda",Medium-Light,57/79,$20.00/12 ounces,February 2025,9.0,8.0,9,9,8.0,,Murundo People’s Farm Rwanda,https://www.coffeereview.com/review/murundo-peoples-farm-rwanda/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Sochiapam Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin","Sochiapam, Oaxaca, Mexico",Medium-Light,59/77,$21.00/12 ounces,February 2025,9.0,8.0,9,9,8.0,,Sochiapam Mexico,https://www.coffeereview.com/review/sochiapam-mexico/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,1,0,0,0,$21.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Kenya Kirinyaga,Red Rooster Coffee Roaster,95,"Floyd, Virginia","Kirinyaga District, south-central Kenya",Light,60/82,$25.00/12 ounces,February 2025,9.0,9.0,9,9,9.0,,Kenya Kirinyaga,https://www.coffeereview.com/review/kenya-kirinyaga-4/,https://www.redroostercoffee.com/collections/coffee,1,0,0,0,0,0,$25.00/12 ounces,36.9157056,-80.3876889,9.8,0.1,23.6,0.0,
Costa Rica San Diego,Utopian Coffee,94,"Fort Wayne, Indiana","Tarrazu, Costa Rica",Medium-Light,57/77,$22.00/12 ounces,February 2025,9.0,8.0,9,9,9.0,,Costa Rica San Diego,https://www.coffeereview.com/review/costa-rica-san-diego/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,0,0,1,0,0,0,$22.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,
Costa Rica La Candelilla Geisha,Red Rooster Coffee Roaster,94,"Floyd, Virginia","Tarrazu, Costa Rica",Light,62/84,$35.00/12 ounces,February 2025,9.0,9.0,9,9,8.0,,Costa Rica La Candelilla Geisha,https://www.coffeereview.com/review/costa-rica-la-candelilla-geisha/,https://www.redroostercoffee.com/collections/coffee,0,0,1,0,0,0,$35.00/12 ounces,36.9157056,-80.3876889,9.8,0.1,23.6,0.0,
Guatemala Santa Ana Dilla Alghe Washed,PT's Coffee Roasting Co.,93,"Topeka, Kansas","Santa Rosa Department, Guatemala",Medium-Light,58/77,$30.00/12 ounces,February 2025,9.0,8.0,9,9,8.0,,Guatemala Santa Ana Dilla Alghe Washed,https://www.coffeereview.com/review/guatemala-santa-ana-dilla-alghe-washed/,https://www.ptscoffee.com,0,0,1,0,0,0,$30.00/12 ounces,39.049011,-95.677556,4.2,0.0,25.4,9.0,
Ethiopia Agaro Duromina,Jaunt Coffee Roasters,94,"San Diego, California","Agaro Duromina, Jimma Zone, Oromia State, Ethiopia",Medium-Light,59/79,$22.00/12 ounces,February 2025,9.0,9.0,9,9,8.0,,Ethiopia Agaro Duromina,https://www.coffeereview.com/review/ethiopia-agaro-duromina-2/,https://jauntcoffee.com/,1,0,0,0,0,0,$22.00/12 ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,
Panama Renaissance Series Flora Geisha Washed,Coffeebox Coffee,94,"Taipei, Taiwan","Boquete growing region, western Panama",Light,68/94,NT $800/227 grams,February 2025,9.0,9.0,8,9,9.0,,Panama Renaissance Series Flora Geisha Washed,https://www.coffeereview.com/review/panama-renaissance-series-flora-geisha-washed/,https://shop.coffeebox.tw/,0,0,1,0,0,0,$24.00/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Costa Rica Tarrazu,Jaunt Coffee Roasters,93,"San Diego, California","Tarrazu, Costa Rica",Medium-Light,58/80,$22.00/12 ounces,February 2025,9.0,8.0,9,9,8.0,,Costa Rica Tarrazu,https://www.coffeereview.com/review/costa-rica-tarrazu-5/,https://jauntcoffee.com/,0,0,1,0,0,0,$22.00/12 ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,
Kenya Embu Gicherori PB Washed,Coffeebox Coffee,93,"Taipei, Taiwan","Embu Country, Kenya",Light,72/94,NT $390/227 grams,February 2025,9.0,9.0,8,9,8.0,,Kenya Embu Gicherori PB Washed,https://www.coffeereview.com/review/kenya-embu-gicherori-pb-washed/,https://shop.coffeebox.tw/,1,0,0,0,0,0,$11.70/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
The Secret of Colombia,Coffeebox Coffee,92,"Taipei, Taiwan",Costa Rica; Colombia,Light,70/91,NT $390/227 grams,February 2025,9.0,9.0,8,9,7.0,,The Secret of Colombia,https://www.coffeereview.com/review/the-secret-of-colombia/,https://shop.coffeebox.tw/,0,0,1,0,0,1,$11.70/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Ethiopia Coffee Lamp Series Worka Natural G1,Coffeebox Coffee,92,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,62/86,NT $380/227 grams,February 2025,8.0,8.0,9,9,8.0,,Ethiopia Coffee Lamp Series Worka Natural G1,https://www.coffeereview.com/review/ethiopia-coffee-lamp-series-worka-natural-g1/,https://shop.coffeebox.tw/,1,0,0,0,0,0,$11.40/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Guatemala La Minita La Flor Peaberry Washed,Coffeebox Coffee,91,"Taipei, Taiwan","Antigua Department, Guatemala",Medium-Light,54/70,NT $320/227 grams,February 2025,8.0,8.0,8,9,8.0,,Guatemala La Minita La Flor Peaberry Washed,https://www.coffeereview.com/review/guatemala-la-minita-la-flor-peaberry-washed/,https://shop.coffeebox.tw/,0,0,1,0,0,0,$9.60/227 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Colombia San Martin Bourbon Aji Star Fruit Peach Honey,GK Coffee,95,"Yilan, Taiwan","Huila Department, Colombia",Light,64/88,NT $650/200 grams,February 2025,9.0,9.0,9,9,9.0,,Colombia San Martin Bourbon Aji Star Fruit Peach Honey,https://www.coffeereview.com/review/colombia-san-martin-bourbon-aji-star-fruit-peach-honey/,https://www.gkcoffee.com.tw,0,0,0,0,0,0,$19.50/200 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,
Taiwan COE #3 Alishan Zhou Zhu Yuan Geisha Natural,GK Coffee,94,"Yilan, Taiwan","Alishan, Taiwan",Light,62/80,"NT $2,700/100 grams",February 2025,9.0,9.0,9,9,8.0,,Taiwan COE #3 Alishan Zhou Zhu Yuan Geisha Natural,https://www.coffeereview.com/review/taiwan-coe-3-alishan-zhou-zhu-yuan-geisha-natural/,https://www.gkcoffee.com.tw,0,0,0,0,1,0,$81.00/100 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,
Taiwan COE#9 Alishan Zhuo Wu Farm Geisha Honey,GK Coffee,92,"Yilan, Taiwan","Alishan, Taiwan",Light,62/82,"NT $1,800/100 grams",February 2025,8.0,9.0,9,9,7.0,,Taiwan COE#9 Alishan Zhuo Wu Farm Geisha Honey,https://www.coffeereview.com/review/taiwan-coe9-alishan-zhuo-wu-farm-geisha-honey/,https://www.gkcoffee.com.tw,0,0,0,0,1,0,$54.00/100 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,
Las Margaritas Colombia Sudan Rume Natural,JBC Coffee Roasters,95,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Cauca Department, Colombia",Light,62/86,$25.00/8 ounces,February 2025,9.0,9.0,9,9,9.0,,Las Margaritas Colombia Sudan Rume Natural,https://www.coffeereview.com/review/las-margaritas-colombia-sudan-rume-natural/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,0,0,0,0,$25.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Pantan Musara Sumatra,JBC Coffee Roasters,94,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,57/80,$23.00/12 ounces,February 2025,9.0,8.0,9,9,9.0,,Pantan Musara Sumatra,https://www.coffeereview.com/review/pantan-musara-sumatra-4/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,0,0,1,0,$23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Pantan Musara Sumatra,JBC Coffee Roasters,94,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,57/80,$23.00/12 ounces,February 2025,9.0,8.0,9,9,9.0,,Pantan Musara Sumatra,https://www.coffeereview.com/review/pantan-musara-sumatra-3/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,0,0,1,0,$23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Pantan Musara Sumatra,JBC Coffee Roasters,94,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,57/80,$23.00/12 ounces,February 2025,9.0,8.0,9,9,9.0,,Pantan Musara Sumatra,https://www.coffeereview.com/review/pantan-musara-sumatra-2/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,0,0,1,0,$23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Pantan Musara Sumatra,JBC Coffee Roasters,94,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,57/80,$23.00/12 ounces,February 2025,9.0,8.0,9,9,9.0,,Pantan Musara Sumatra,https://www.coffeereview.com/review/pantan-musara-sumatra/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,0,0,1,0,$23.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Ethiopia Yirgacheffe Misty Valley Aricha Washed G1,Buon Caffe,94,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,65/93,NT $339/8 ounces,February 2025,9.0,9.0,9,9,8.0,,Ethiopia Yirgacheffe Misty Valley Aricha Washed G1,https://www.coffeereview.com/review/ethiopia-yirgacheffe-misty-valley-aricha-washed-g1/,https://www.buoncaffe.com.tw/,1,0,0,0,0,0,$10.17/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Kenya Kirinyaga Karimikui Factory AA TOP Washed,Buon Caffe,93,"Taipei, Taiwan","Kirinyaga District, south-central Kenya",Light,62/82,NT $399/8 ounces,February 2025,8.0,9.0,9,9,8.0,,Kenya Kirinyaga Karimikui Factory AA TOP Washed,https://www.coffeereview.com/review/kenya-kirinyaga-karimikui-factory-aa-top-washed/,https://www.buoncaffe.com.tw/,1,0,0,0,0,0,$11.97/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Ethiopia Guji Uraga Raro Washed G1,Buon Caffe,93,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,68/90,NT $329/8 ounces,February 2025,9.0,9.0,8,9,8.0,,Ethiopia Guji Uraga Raro Washed G1,https://www.coffeereview.com/review/ethiopia-guji-uraga-raro-washed-g1/,https://www.buoncaffe.com.tw/,1,0,0,0,0,0,$9.87/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Dembi Ethiopia Natural,JBC Coffee Roasters,93,"Madison, Wisconsin","Sidamo growing region, southern Ethiopia",Medium-Light,60/77,$22.00/12 ounces,February 2025,9.0,8.0,9,9,8.0,,Dembi Ethiopia Natural,https://www.coffeereview.com/review/dembi-ethiopia-natural/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Ethiopia Sidamo Assefa 74110 Natural,Buon Caffe,93,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,66/89,NT $349/8 ounces,February 2025,9.0,8.0,9,9,8.0,,Ethiopia Sidamo Assefa 74110 Natural,https://www.coffeereview.com/review/ethiopia-sidamo-assefa-74110-natural/,https://www.buoncaffe.com.tw/,1,0,0,0,0,0,$10.47/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Ethiopia Guji Uraga Tabe Burka G1 Washed,Buon Caffe,92,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,62/81,NT $299/8 ounces,February 2025,8.0,8.0,9,9,8.0,,Ethiopia Guji Uraga Tabe Burka G1 Washed,https://www.coffeereview.com/review/ethiopia-guji-uraga-tabe-burka-g1-washed/,https://www.buoncaffe.com.tw/,1,0,0,0,0,0,$8.97/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Ethiopia Guji Hambela Red Honey G1,Buon Caffe,92,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,61/85,NT $349/8 ounces,February 2025,8.0,8.0,9,9,8.0,,Ethiopia Guji Hambela Red Honey G1,https://www.coffeereview.com/review/ethiopia-guji-hambela-red-honey-g1/,https://www.buoncaffe.com.tw/,1,0,0,0,0,0,$10.47/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Nicaragua La Estrella Washed,Buon Caffe,92,"Taipei, Taiwan","Nueva Segovia, Nicaragua",Medium-Light,59/81,NT $299/8 ounces,February 2025,9.0,8.0,8,9,8.0,,Nicaragua La Estrella Washed,https://www.coffeereview.com/review/nicaragua-la-estrella-washed/,https://www.buoncaffe.com.tw/,0,0,1,0,0,0,$8.97/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
El Salvador Lenca Pacas-Bourbon Washed,Buon Caffe,91,"Taipei, Taiwan","Ahuachapán growing region, El Salvador",Light,64/84,NT $299/8 ounces,February 2025,,8.0,9,8,8.0,,El Salvador Lenca Pacas-Bourbon Washed,https://www.coffeereview.com/review/el-salvador-lenca-pacas-bourbon-washed/,https://www.buoncaffe.com.tw/,0,0,1,0,0,0,$8.97/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Colombia Jose Ignacio Gomez Washed,Buon Caffe,90,"Taipei, Taiwan","Nariño Department, Colombia",Light,64/80,NT $399/8 ounces,February 2025,8.0,8.0,8,9,7.0,,Colombia Jose Ignacio Gomez Washed,https://www.coffeereview.com/review/colombia-jose-ignacio-gomez-washed/,https://www.buoncaffe.com.tw/,0,0,0,0,0,0,$11.97/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Costa Rica Las Lajas SL-28 Natural,Durango Coffee Company,94,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Light,58/84,$30.00/12 ounces,January 2025,9.0,8.0,9,9,9.0,,Costa Rica Las Lajas SL-28 Natural,https://www.coffeereview.com/review/costa-rica-las-lajas-sl-28-natural/,https://www.durangocoffee.com/,0,0,1,0,0,0,$30.00/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,
Ethiopia Faysel Abdosh,Utopian Coffee,94,"Fort Wayne, Indiana","Chericho, Sidamo growing region, Ethiopia",Light,64/88,$20.00/12 ounces,January 2025,9.0,9.0,9,9,8.0,,Ethiopia Faysel Abdosh,https://www.coffeereview.com/review/ethiopia-faysel-abdosh/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,1,0,0,0,0,0,$20.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,
Nicaragua Procafe Regenerative-Organic Certified,Utopian Coffee,93,"Fort Wayne, Indiana","San Juan del Rio Coco, Nicaragua",Medium,51/69,$20.00/12 ounces,January 2025,9.0,8.0,9,9,8.0,,Nicaragua Procafe Regenerative-Organic Certified,https://www.coffeereview.com/review/nicaragua-procafe-regenerative-organic-certified/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,0,0,1,0,0,0,$20.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,
Ethiopia Guji Bishala G1 Red Honey,Dou Zhai Coffee & Roastery,94,"Taichung, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,58/80,NT $460/8 ounces,January 2025,9.0,8.0,9,9,8.0,,Ethiopia Guji Bishala G1 Red Honey,https://www.coffeereview.com/review/ethiopia-guji-bishala-g1-red-honey/,https://douzhaicafe.com/,1,0,0,0,0,0,$13.80/8 ounces,24.163162,120.6478282,18.3,5.0,27.6,9.7,
Ethiopia Sidama Bensa Shantawene Gatta Kenean Dukamo Anaerobic Natural G1,Dou Zhai Coffee & Roastery,94,"Taichung, Taiwan","Bensa district, Sidama Zone, southern Ethiopia",Light,66/89,NT $720/8 ounces,January 2025,9.0,9.0,9,9,8.0,,Ethiopia Sidama Bensa Shantawene Gatta Kenean Dukamo Anaerobic Natural G1,https://www.coffeereview.com/review/ethiopia-sidama-bensa-shantawene-gatta-kenean-dukamo-anaerobic-natural-g1/,https://douzhaicafe.com/,1,0,0,0,0,0,$21.60/8 ounces,24.163162,120.6478282,18.3,5.0,27.6,9.7,
Ethiopia Natural Guji Shakiso Anasora G1,Dou Zhai Coffee & Roastery,93,"Taichung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,65/90,NT $420/8 ounces,January 2025,,8.0,9,9,8.0,,Ethiopia Natural Guji Shakiso Anasora G1,https://www.coffeereview.com/review/ethiopia-natural-guji-shakiso-anasora-g1/,https://douzhaicafe.com/,1,0,0,0,0,0,$12.60/8 ounces,24.163162,120.6478282,18.3,5.0,27.6,9.7,
Ethiopia Sidamo Arbegona OLOROSO Station 74158 TOP GRADE 1 Yellow Honey,Dou Zhai Coffee & Roastery,93,"Taichung, Taiwan","Sidamo growing Region, southern Ethiopia",Light,64/88,$NT $440/8 ounces,January 2025,9.0,8.0,9,9,8.0,,Ethiopia Sidamo Arbegona OLOROSO Station 74158 TOP GRADE 1 Yellow Honey,https://www.coffeereview.com/review/ethiopia-sidamo-arbegona-oloroso-station-74158-top-grade-1-yellow-honey/,https://douzhaicafe.com/,1,0,0,0,0,0,$13.20/8 ounces,24.163162,120.6478282,18.3,5.0,27.6,9.7,
DRC Mukwinja,Utopian Coffee,92,"Fort Wayne, Indiana","Kalehe, South Kivu growing region, Democratic Republic of Congo",Medium-Light,52/70,$19.00/12 ounces,January 2025,8.0,8.0,8,9,9.0,,DRC Mukwinja,https://www.coffeereview.com/review/drc-mukwinja/,https://utopiancoffee.com/collections/coffee?filter.p.m.custom.roast_level=Coffee+Review&sort_by=manual&utm_source=coffeereview.com&utm_medium=referral,1,0,0,0,0,0,$19.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,
Colombia Huila La Florida Natural Selective,Dou Zhai Coffee & Roastery,93,"Taichung, Taiwan","Huila Department, Colombia",Medium-Light,59/81,NT $480/8 ounces,January 2025,9.0,9.0,8,9,8.0,,Colombia Huila La Florida Natural Selective,https://www.coffeereview.com/review/colombia-huila-la-florida-natural-selective/,https://douzhaicafe.com/,0,0,0,0,0,0,$14.40/8 ounces,24.163162,120.6478282,18.3,5.0,27.6,9.7,
Ethiopia Guji Hambela Natural G1,Dou Zhai Coffee & Roastery,92,"Taichung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,66/92,NT $480/8 ounces,January 2025,9.0,8.0,8,9,8.0,,Ethiopia Guji Hambela Natural G1,https://www.coffeereview.com/review/ethiopia-guji-hambela-natural-g1/,https://douzhaicafe.com/,1,0,0,0,0,0,$14.40/8 ounces,24.163162,120.6478282,18.3,5.0,27.6,9.7,
Ethiopia Oromia Guji Uraga Kurume TOP GRADE 1 Anaerobic Natural,Dou Zhai Coffee & Roastery,91,"Taichung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,63/83,NT $420/8 ounces,January 2025,8.0,8.0,9,9,7.0,,Ethiopia Oromia Guji Uraga Kurume TOP GRADE 1 Anaerobic Natural,https://www.coffeereview.com/review/ethiopia-oromia-guji-uraga-kurume-top-grade-1-anaerobic-natural/,https://douzhaicafe.com/,1,0,0,0,0,0,$12.60/8 ounces,24.163162,120.6478282,18.3,5.0,27.6,9.7,
Kenya Nyeri Hill AB,Roadmap CoffeeWorks,96,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Medium-Light,58/82,$23.50/12 ounces,January 2025,9.0,9.0,9,10,9.0,,Kenya Nyeri Hill AB,https://www.coffeereview.com/review/kenya-nyeri-hill-ab/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$23.50/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Ethiopia Sidama  Bombe Natural,Bargain Cafe,94,"Taitung, Taiwan","Sidamo growing region, southern Ethiopia",Light,61/85,NT $350/200 grams,January 2025,9.0,8.0,9,9,9.0,,Ethiopia Sidama  Bombe Natural,https://www.coffeereview.com/review/ethiopia-sidama-bombe-natural-2/,https://www.bargain-cafe.com/,1,0,0,0,0,0,$10.50/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/88,$24.00/12 ounces,January 2025,9.0,9.0,9,9,9.0,,Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-12/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/88,$24.00/12 ounces,January 2025,9.0,9.0,9,9,9.0,,Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-11/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/88,$24.00/12 ounces,January 2025,9.0,9.0,9,9,9.0,,Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-10/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/88,$24.00/12 ounces,January 2025,9.0,9.0,9,9,9.0,,Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-8/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/88,$24.00/12 ounces,January 2025,9.0,9.0,9,9,9.0,,Ethiopia Kayon Mountain,https://www.coffeereview.com/review/ethiopia-kayon-mountain-6/,http://www.lexingtoncoffee.com,1,0,0,0,0,0,$24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Colombia Red Sunset,Roadmap CoffeeWorks,94,"Lexington, Virginia","Santa Barbara, Antioquia Department, Colombia",Light,60/84,$27.00/12 ounces,January 2025,9.0,8.0,9,9,9.0,,Colombia Red Sunset,https://www.coffeereview.com/review/colombia-red-sunset/,https://roadmapcoffeeworks.com/,0,0,0,0,0,0,$27.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Encounter Passionfruit Orchard,Bargain Cafe,93,"Taitung, Taiwan",Ethiopia; Honduras; Colombia,Light,64/88,NT $400/200 grams,January 2025,9.0,8.0,9,9,8.0,,Encounter Passionfruit Orchard,https://www.coffeereview.com/review/encounter-passionfruit-orchard/,https://www.bargain-cafe.com/,1,0,1,0,0,1,$12.00/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,
Kenya Starry Night’s Fruitful Serenity,Bargain Cafe,93,"Taitung, Taiwan","Kiambu County, Kenya",Light,60/86,NT $350/200 grams,January 2025,9.0,9.0,8,9,8.0,,Kenya Starry Night’s Fruitful Serenity,https://www.coffeereview.com/review/kenya-starry-nights-fruitful-serenity/,https://www.bargain-cafe.com/,1,0,0,0,0,0,$10.50/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,
Blue Ridge Blend,Roadmap CoffeeWorks,92,"Lexington, Virginia",Not disclosed,Medium,46/74,$17.50/12 ounces,January 2025,8.0,8.0,9,9,8.0,,Blue Ridge Blend,https://www.coffeereview.com/review/blue-ridge-blend-3/,https://roadmapcoffeeworks.com/,0,0,0,0,0,0,$17.50/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Blue Ridge Blend,Roadmap CoffeeWorks,92,"Lexington, Virginia",Not disclosed,Medium,46/74,$17.50/12 ounces,January 2025,8.0,8.0,9,9,8.0,,Blue Ridge Blend,https://www.coffeereview.com/review/blue-ridge-blend-2/,https://roadmapcoffeeworks.com/,0,0,0,0,0,0,$17.50/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Blue Ridge Blend,Roadmap CoffeeWorks,92,"Lexington, Virginia",Not disclosed,Medium,46/74,$17.50/12 ounces,January 2025,8.0,8.0,9,9,8.0,,Blue Ridge Blend,https://www.coffeereview.com/review/blue-ridge-blend/,http://www.lexingtoncoffee.com,0,0,0,0,0,0,$17.50/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
