title,roaster,score,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,coffee_name,coffee_review_url,coffee_brand_url,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Price per once
Honduras Copan Finca Liquidambar Natural Process,Buon Caffe,93,"Taipei, Taiwan","Las Flores, Marcala, La Paz, Honduras",Medium-Light,60/74,NT $459/8 ounces,November 2022,9.0,8.0,9,9,8.0,,Honduras Copan Finca Liquidambar Natural Process,https://www.coffeereview.com/review/honduras-copan-finca-liquidambar-natural-process/,https://www.buoncaffe.com.tw/,0,0,1,0,0,0,$13.77/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Colombia Tolima La Gallera Honey Process,Buon Caffe,92,"Taipei, Taiwan","Tolima, Colombia",Medium-Light,58/74,NT $429/8 ounces,November 2022,9.0,8.0,9,8,9.0,,Colombia Tolima La Gallera Honey Process,https://www.coffeereview.com/review/colombia-tolima-la-gallera-honey-process/,https://www.buoncaffe.com.tw/,0,0,0,0,0,0,$12.87/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
The Glistening Orchard Blend,Buon Caffe,91,"Taipei, Taiwan",Colombia; Ethiopia,Medium-Light,58/77,NT $459/8 ounces,November 2022,9.0,7.0,8,9,8.0,,The Glistening Orchard Blend,https://www.coffeereview.com/review/the-glistening-orchard-blend/,https://www.buoncaffe.com.tw/,1,0,0,0,0,1,$13.77/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Ethiopia Hateso Guji Washed,RamsHead Coffee Roasters,94,"Bozeman, Montana","Guji Zone, Oromia Region, Ethiopia",Medium-Light,59/78,$20.00/12 ounces,November 2022,9.0,9.0,9,9,8.0,,Ethiopia Hateso Guji Washed,https://www.coffeereview.com/review/ethiopia-hateso-guji-washed/,https://bit.ly/2P8dTQf,1,0,0,0,0,0,$20.00/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,
Ethiopia Wush Wush Black Honey Lot 2,RamsHead Coffee Roasters,93,"Bozeman, Montana","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,57/77,$21.00/12 ounces,November 2022,9.0,8.0,9,9,8.0,,Ethiopia Wush Wush Black Honey Lot 2,https://www.coffeereview.com/review/ethiopia-wush-wush-black-honey-lot-2/,https://bit.ly/2P8dTQf,1,0,0,0,0,0,$21.00/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,
Guatemala El Injerto Pacamara,Equator Coffees,94,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,58/74,$22.00/6 ounces,November 2022,9.0,9.0,9,9,8.0,,Guatemala El Injerto Pacamara,https://www.coffeereview.com/review/guatemala-el-injerto-pacamara-3/,https://www.equatorcoffees.com/,0,0,1,0,0,0,$22.00/6 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,
Guatemala El Injerto Pacamara,Equator Coffees,94,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,58/74,$22.00/6 ounces,November 2022,9.0,9.0,9,9,8.0,,Guatemala El Injerto Pacamara,https://www.coffeereview.com/review/guatemala-el-injerto-pacamara-2/,https://www.equatorcoffees.com/,0,0,1,0,0,0,$22.00/6 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,
El Salvador Finca Santa Elena El Corozo Pacamara,GK Coffee,92,"Yilan, Taiwan","Apaneca-Ilamatepec growing region, El Salvador",Medium-Light,58/80,NT $550/200 grams,November 2022,8.0,8.0,9,9,8.0,,El Salvador Finca Santa Elena El Corozo Pacamara,https://www.coffeereview.com/review/el-salvador-finca-santa-elena-el-corzo-pacamara/,https://www.gkcoffee.com.tw,0,0,1,0,0,0,$16.50/200 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,
Colombia Finca Samboni Gesha Anaerobic Natural,Magnolia Coffee,95,"Charlotte, North Carolina","Algeciras, Huila Department, Colombia",Light,62/80,$45.00/12 ounces,November 2022,9.0,9.0,9,9,9.0,,Colombia Finca Samboni Gesha Anaerobic Natural,https://www.coffeereview.com/review/colombia-finca-samboni-gesha-anaerobic-natural/,https://magnoliacoffeeco.com/,0,0,0,0,0,0,$45.00/12 ounces,35.2272086,-80.8430827,12.2,0.2,26.4,0.0,
Rwanda Cyesha Natural,Magnolia Coffee,94,"Charlotte, North Carolina","Nyamasheke District, Lake Kivu, Rwanda",Medium-Light,58/74,$26.00/12 ounces,November 2022,9.0,9.0,9,9,8.0,,Rwanda Cyesha Natural,https://www.coffeereview.com/review/rwanda-cyesha-natural/,https://magnoliacoffeeco.com/,1,0,0,0,0,0,$26.00/12 ounces,35.2272086,-80.8430827,12.2,0.2,26.4,0.0,
Tinamit Tolimán,El Gran Cafe,93,"Antigua, Guatemala","San Lucas Tolimán, Lake Atitlán growing region, Guatemala",Medium-Light,56/74,$16.00/12 ounces,November 2022,9.0,8.0,9,9,8.0,,Tinamit Tolimán,https://www.coffeereview.com/review/tinamit-toliman/,https://elgran.cafe/,0,0,1,0,0,0,$16.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Finca Patzibir,El Gran Cafe,92,"Antigua, Guatemala","Lake Atitlán growing region, Guatemala",Medium-Light,56/74,$16.00/12 ounces,November 2022,8.0,8.0,9,9,8.0,,Finca Patzibir,https://www.coffeereview.com/review/finca-patzibir-2/,https://elgran.cafe/,0,0,1,0,0,0,$16.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Finca Patzibir,El Gran Cafe,92,"Antigua, Guatemala","Lake Atitlán growing region, Guatemala",Medium-Light,56/74,$16.00/12 ounces,November 2022,8.0,8.0,9,9,8.0,,Finca Patzibir,https://www.coffeereview.com/review/finca-patzibir/,https://elgran.cafe/,0,0,1,0,0,0,$16.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Proyecto Aurora,El Gran Cafe,93,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,58/76,$10.00/12 ounces,November 2022,9.0,9.0,8,9,8.0,,Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora-3/,https://elgran.cafe/,0,0,1,0,0,0,$10.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Proyecto Aurora,El Gran Cafe,93,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,58/76,$10.00/12 ounces,November 2022,9.0,9.0,8,9,8.0,,Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora-2/,https://elgran.cafe/,0,0,1,0,0,0,$10.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Proyecto Aurora,El Gran Cafe,93,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,58/76,$10.00/12 ounces,November 2022,9.0,9.0,8,9,8.0,,Proyecto Aurora,https://www.coffeereview.com/review/proyecto-aurora/,https://elgran.cafe/,0,0,1,0,0,0,$10.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Finca El Potrero,El Gran Cafe,93,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,60/76,$10.00/12 ounces,November 2022,9.0,9.0,8,9,8.0,,Finca El Potrero,https://www.coffeereview.com/review/finca-el-potrero/,https://elgran.cafe/,0,0,1,0,0,0,$10.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Chacayá Santiago Atitlán,El Gran Cafe,93,"Antigua, Guatemala","Lake Atitlán growing region, Guatemala",Medium-Light,55/73,$16.00/12 ounces,November 2022,9.0,8.0,8,9,8.0,,Chacayá Santiago Atitlán,https://www.coffeereview.com/review/chacaya-santiago-atitlan/,https://elgran.cafe/,0,0,1,0,0,0,$16.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Finca Santa Isabel,El Gran Cafe,94,"Antigua, Guatemala","Cobán growing region, Alta Verapaz Department, Guatemala",Medium-Light,58/76,$13.00/12 ounces,November 2022,9.0,9.0,9,9,8.0,,Finca Santa Isabel,https://www.coffeereview.com/review/finca-santa-isabel-4/,https://elgran.cafe/,0,0,1,0,0,0,$13.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Finca Santa Isabel,El Gran Cafe,94,"Antigua, Guatemala","Cobán growing region, Alta Verapaz Department, Guatemala",Medium-Light,58/76,$13.00/12 ounces,November 2022,9.0,9.0,9,9,8.0,,Finca Santa Isabel,https://www.coffeereview.com/review/finca-santa-isabel-3/,https://elgran.cafe/,0,0,1,0,0,0,$13.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Finca Santa Isabel,El Gran Cafe,94,"Antigua, Guatemala","Cobán growing region, Alta Verapaz Department, Guatemala",Medium-Light,58/76,$13.00/12 ounces,November 2022,9.0,9.0,9,9,8.0,,Finca Santa Isabel,https://www.coffeereview.com/review/finca-santa-isabel-2/,https://elgran.cafe/,0,0,1,0,0,0,$13.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Esperanza Villa Sarchi,El Gran Cafe,92,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,58/78,$16.50/12 ounces,November 2022,9.0,8.0,8,9,8.0,,Esperanza Villa Sarchi,https://www.coffeereview.com/review/esperanza-villa-sarchi-2/,https://elgran.cafe/,0,0,1,0,0,0,$16.50/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
Esperanza Villa Sarchi,El Gran Cafe,92,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,58/78,$16.50/12 ounces,November 2022,9.0,8.0,8,9,8.0,,Esperanza Villa Sarchi,https://www.coffeereview.com/review/esperanza-villa-sarchi/,https://elgran.cafe/,0,0,1,0,0,0,$16.50/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Sur,El Gran Cafe,91,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium,50/66,$5.00/12 ounces,November 2022,9.0,8.0,9,8,7.0,,5a Sur,https://www.coffeereview.com/review/5a-sur-5/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Sur,El Gran Cafe,91,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium,50/66,$5.00/12 ounces,November 2022,9.0,8.0,9,8,7.0,,5a Sur,https://www.coffeereview.com/review/5a-sur-4/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Sur,El Gran Cafe,91,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium,50/66,$5.00/12 ounces,November 2022,9.0,8.0,9,8,7.0,,5a Sur,https://www.coffeereview.com/review/5a-sur-3/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Poniente,El Gran Cafe,91,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,52/76,$5/12 ounces,November 2022,8.0,8.0,8,9,8.0,,5a Poniente,https://www.coffeereview.com/review/5a-poniente-5/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Poniente,El Gran Cafe,91,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,52/76,$5/12 ounces,November 2022,8.0,8.0,8,9,8.0,,5a Poniente,https://www.coffeereview.com/review/5a-poniente-4/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Poniente,El Gran Cafe,91,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,52/76,$5/12 ounces,November 2022,8.0,8.0,8,9,8.0,,5a Poniente,https://www.coffeereview.com/review/5a-poniente-3/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
5a Poniente,El Gran Cafe,91,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,52/76,$5/12 ounces,November 2022,8.0,8.0,8,9,8.0,,5a Poniente,https://www.coffeereview.com/review/5a-poniente-2/,https://elgran.cafe/,0,0,1,0,0,0,$5.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,
El Triunfo Mexico,JBC Coffee Roasters,92,"Madison, Wisconsin","Sierra Madre, Chiapas State, Mexico",Medium-Light,58/76,$17.00/12 ounces,October 2022,9.0,8.0,8,9,8.0,,El Triunfo Mexico,https://www.coffeereview.com/review/el-triunfo-mexico-2/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,1,0,0,0,$17.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
El Triunfo Mexico,JBC Coffee Roasters,92,"Madison, Wisconsin","Sierra Madre, Chiapas State, Mexico",Medium-Light,58/76,$17.00/12 ounces,October 2022,9.0,8.0,8,9,8.0,,El Triunfo Mexico,https://www.coffeereview.com/review/el-triunfo-mexico/,https://www.jbccoffeeroasters.com/product-category/coffee/,0,0,1,0,0,0,$17.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,Euphora Coffee,95,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,62/80,$10.00/4 ounces,October 2022,9.0,9.0,9,9,9.0,,Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,https://www.coffeereview.com/review/ethiopia-sidama-tamiru-tadesse-anaerobic-natural-special-auction-lot/,https://www.euphoracoffeestudio.com/categories/coffee-review,1,0,0,0,0,0,$10.00/4 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Guatemala Finca Las Victorias Anaerobic Natural,Euphora Coffee,93,"Taipei, Taiwan","Fraijanes Plateau, Guatemala",Medium-Light,60/77,$10.00 / 8 ounces,October 2022,9.0,8.0,9,9,8.0,,Guatemala Finca Las Victorias Anaerobic Natural,https://www.coffeereview.com/review/guatemala-finca-las-victorias-anaerobic-natural/,https://www.euphoracoffeestudio.com/categories/coffee-review,0,0,1,0,0,0,$10.00/ 8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Costa Rica Las Lajas Perla Negra,Durango Coffee Company,94,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium-Light,57/76,$18.95/12 ounces,October 2022,9.0,9.0,9,9,9.0,,Costa Rica Las Lajas Perla Negra,https://www.coffeereview.com/review/costa-rica-las-lajas-perla-negra-3/,https://www.durangocoffee.com/,0,0,1,0,0,0,$18.95/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,
Costa Rica Las Lajas Perla Negra,Durango Coffee Company,94,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium-Light,57/76,$18.95/12 ounces,October 2022,9.0,9.0,9,9,9.0,,Costa Rica Las Lajas Perla Negra,https://www.coffeereview.com/review/costa-rica-las-lajas-perla-negra-2/,https://www.durangocoffee.com/,0,0,1,0,0,0,$18.95/12 ounces,37.2769484,-107.8766,2.0,5.6,19.2,0.0,
Ecuador COE 1st place Arashi Typica Mejorado Washed,GK Coffee,96,"Yilan, Taiwan","Saraguro, Loja, Ecuador",Light,62/80,NT $800/20 grams,October 2022,9.0,9.0,9,10,9.0,,Ecuador COE 1st place Arashi Typica Mejorado Washed,https://www.coffeereview.com/review/ecuador-coe-1st-place-arashi-typica-mejorado-washed/,https://www.gkcoffee.com.tw,0,0,0,0,0,0,$24.00/20 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,
Papua New Guinea Wahgi Valley Sigri Estate Peaberry,Cozy House Coffee,94,"Taipei City, Taiwan","Western Highlands Province, Papua New Guinea",Medium-Light,57/77,NT $550/227 grams,October 2022,9.0,9.0,9,9,8.0,,Papua New Guinea Wahgi Valley Sigri Estate Peaberry,https://www.coffeereview.com/review/papua-new-guinea-wahgi-valley-sigri-estate-peaberry/,https://shop.cozyhousecoffee.com/,0,0,0,0,1,0,$16.50/227 grams,25.0384808,121.56200895127166,18.8,0.5,28.8,9.5,
Kenya Nyeri Asali Peaberry,Cozy House Coffee,95,"Taipei City, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,60/77,NT $500/227 grams,October 2022,9.0,9.0,9,9,9.0,,Kenya Nyeri Asali Peaberry,https://www.coffeereview.com/review/kenya-nyeri-asali-peaberry/,https://shop.cozyhousecoffee.com/,1,0,0,0,0,0,$15.00/227 grams,25.0384808,121.56200895127166,18.8,0.5,28.8,9.5,
Memories of Autumn,Bargain Cafe,94,"Taitung, Taiwan",Ethiopia; Colombia,Light,64/82,NT$399/8 ounces,October 2022,9.0,9.0,9,9,8.0,,Memories of Autumn,https://www.coffeereview.com/review/memories-of-autumn/,https://www.bargain-cafe.com/,1,0,0,0,0,1,$11.97/8 ounces,22.7553667,121.1506,20.7,4.2,27.7,6.0,
Ethiopia Natural Guji Morel Floral Kudume,Bargain Cafe,92,"Taitung, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,63/87,NT$275/8 ounces,October 2022,9.0,9.0,8,9,7.0,,Ethiopia Natural Guji Morel Floral Kudume,https://www.coffeereview.com/review/ethiopia-natural-guji-morel-floral-kudume/,https://www.bargain-cafe.com/,1,0,0,0,0,0,$8.25/8 ounces,22.7553667,121.1506,20.7,4.2,27.7,6.0,
Ethiopia Gera Estate Anaerobic Natural,Magnolia Coffee,95,"Charlotte, North Carolina","Djimma growing region, Oromia State, Ethiopia",Medium-Light,60/78,$22.00/12 ounces,October 2022,9.0,9.0,9,9,9.0,,Ethiopia Gera Estate Anaerobic Natural,https://www.coffeereview.com/review/ethiopia-gera-estate-anaerobic-natural/,https://magnoliacoffeeco.com/,1,0,0,0,0,0,$22.00/12 ounces,35.2272086,-80.8430827,12.2,0.2,26.4,0.0,
Open Country Cafe Series,RamsHead Coffee Roasters,93,"Bozeman, Montana","El Salvador, Guatemala",Medium-Light,55/73,$18.00/12 ounces,October 2022,9.0,8.0,9,9,8.0,,Open Country Cafe Series,https://www.coffeereview.com/review/open-country/,https://bit.ly/2P8dTQf,0,0,1,0,0,0,$18.00/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,
Costa Rica Cerro Dragon Geisha Honey,RamsHead Coffee Roasters,94,"Bozeman, Montana","Tarrazú, Costa Rica",Medium-Light,59/78,$30.00/12 ounces,October 2022,9.0,9.0,9,9,8.0,,Costa Rica Cerro Dragon Geisha Honey,https://www.coffeereview.com/review/costa-rica-cerro-dragon-geisha-honey/,https://bit.ly/2P8dTQf,0,0,1,0,0,0,$30.00/12 ounces,45.6794293,-111.044047,-7.2,0.0,19.2,0.0,
Guatemala Washed El Injerto EI05 Mocca,Kakalove Cafe,96,"Chia-Yi, Taiwan","La Libertad, Huehuetenango Department, Guatemala",Light,61/81,NT $1200/4 ounces,October 2022,9.0,9.0,9,10,9.0,,Guatemala Washed El Injerto EI05 Mocca,https://www.coffeereview.com/review/guatemala-washed-el-injerto-ei05-mocca/,http://www.kakalovecafe.com.tw/,0,0,1,0,0,0,$36.00/4 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,
Taiwan Natural Alishan Zhuo-Wu Geisha,Kakalove Cafe,95,"Chia-Yi, Taiwan","Alishan, Chia-Yi, Taiwan",Medium-Light,60/78,NT $600/50 grams,October 2022,9.0,9.0,9,9,9.0,,Taiwan Natural Alishan Zhuo-Wu Geisha,https://www.coffeereview.com/review/taiwan-natural-alishan-zhuo-wu-geisha/,http://www.kakalovecafe.com.tw/,0,0,0,0,1,0,$18.00/50 grams,23.4811089,120.4535412,18.0,1.6,28.7,1.7,
Ethiopia Natural Guji Uraga Tome 74110 Lot K06,Kakalove Cafe,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,63/85,NT $325/8 ounces,October 2022,9.0,9.0,9,9,9.0,,Ethiopia Natural Guji Uraga Tome 74110 Lot K06,https://www.coffeereview.com/review/ethiopia-natural-guji-uraga-tome-74110-lot-k06/,http://www.kakalovecafe.com.tw/,1,0,0,0,0,0,$9.75/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,
Ethiopia Guji Uraga Tobutu Tuta G1 Experimental LOT 181NA2021,SOT Coffee Roaster,95,"Osaka, Japan","Guji Zone, Oromia Region, southern Ethiopia",Light,72/90,$12.50/100 grams,October 2022,10.0,9.0,9,9,8.0,,Ethiopia Guji Uraga Tobutu Tuta G1 Experimental LOT 181NA2021,https://www.coffeereview.com/review/ethiopia-guji-uraga-tobutu-tuta-g1-experimental-lot-181na2021/,https://www.sotcoffee.com/,1,0,0,0,0,0,$12.50/100 grams,34.6937569,135.5014539,5.8,0.0,24.2,5.7,
Colombia Cerro Azul Enano,Equator Coffees,94,"San Rafael, California","Trujillo, Valle del Cauca Department, Colombia",Medium-Light,60/77,$26.00/12 ounces,October 2022,9.0,9.0,9,9,8.0,,Colombia Cerro Azul Enano,https://www.coffeereview.com/review/colombia-cerro-azul-enano-3/,https://www.equatorcoffees.com/,0,0,0,0,0,0,$26.00/12 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,
Nicaragua Flor de Dalia Natural,Equator Coffees,92,"San Rafael, California","La Dalia, Matagalpa Department, northern Nicaragua",Medium-Light,62/78,$18.00/12 ounces,October 2022,8.0,8.0,9,9,8.0,,Nicaragua Flor de Dalia Natural,https://www.coffeereview.com/review/nicaragua-flor-de-dalia-natural/,https://www.equatorcoffees.com/,0,0,1,0,0,0,$18.00/12 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,
Reina de la Asuncion Ecuador,JBC Coffee Roasters,94,"Madison, Wisconsin","Congonama, Loja, Ecuador",Medium-Light,58/74,$20.00/12 ounces,October 2022,9.0,9.0,9,9,8.0,,Reina de la Asuncion Ecuador,https://www.coffeereview.com/review/reina-de-la-asuncion-ecuador-2/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Reina de la Asuncion Ecuador,JBC Coffee Roasters,94,"Madison, Wisconsin","Congonama, Loja, Ecuador",Medium-Light,58/74,$20.00/12 ounces,October 2022,9.0,9.0,9,9,8.0,,Reina de la Asuncion Ecuador,https://www.coffeereview.com/review/reina-de-la-asuncion-ecuador/,https://www.jbccoffeeroasters.com/product-category/coffee/,1,0,0,0,0,0,$20.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,
Ethiopia Guji Uraga More Floral Kudume Washed,GK Coffee,95,"Yilan, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,65/82,NT $550/200 grams,October 2022,9.0,9.0,9,9,9.0,,Ethiopia Guji Uraga More Floral Kudume Washed,https://www.coffeereview.com/review/ethiopia-guji-uraga-more-floral-kudume-washed/,https://www.gkcoffee.com.tw,1,0,0,0,0,0,$16.50/200 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,
Ethiopia Guji Uraga More Floral Kudume Natural,GK Coffee,94,"Yilan, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,62/77,NT $550/200 grams,October 2022,9.0,9.0,9,9,8.0,,Ethiopia Guji Uraga More Floral Kudume Natural,https://www.coffeereview.com/review/ethiopia-guji-uraga-more-floral-kudume-natural/,https://www.gkcoffee.com.tw,1,0,0,0,0,0,$16.50/200 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,
Kenya Nyeri Hill,Roadmap CoffeeWorks,94,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Medium-Light,60/78,$21.95/12 ounces,October 2022,9.0,9.0,9,9,8.0,,Kenya Nyeri Hill,https://www.coffeereview.com/review/kenya-nyeri-hill-2/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$21.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Kenya Nyeri Hill,Roadmap CoffeeWorks,94,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Medium-Light,60/78,$21.95/12 ounces,October 2022,9.0,9.0,9,9,8.0,,Kenya Nyeri Hill,https://www.coffeereview.com/review/kenya-nyeri-hill/,https://roadmapcoffeeworks.com/,1,0,0,0,0,0,$21.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Blue Ridge Blend,Roadmap CoffeeWorks,92,"Lexington, Virginia",Not disclosed,Medium,46/72,$16.95/12 ounces,October 2022,8.0,8.0,9,9,8.0,,Blue Ridge Blend,https://www.coffeereview.com/review/blue-ridge-blend-3/,https://roadmapcoffeeworks.com/,0,0,0,0,0,0,$16.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Blue Ridge Blend,Roadmap CoffeeWorks,92,"Lexington, Virginia",Not disclosed,Medium,46/72,$16.95/12 ounces,October 2022,8.0,8.0,9,9,8.0,,Blue Ridge Blend,https://www.coffeereview.com/review/blue-ridge-blend-2/,https://roadmapcoffeeworks.com/,0,0,0,0,0,0,$16.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Blue Ridge Blend,Roadmap CoffeeWorks,92,"Lexington, Virginia",Not disclosed,Medium,46/72,$16.95/12 ounces,October 2022,8.0,8.0,9,9,8.0,,Blue Ridge Blend,https://www.coffeereview.com/review/blue-ridge-blend/,http://www.lexingtoncoffee.com,0,0,0,0,0,0,$16.95/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,
Kenya AA TOP Nairobi Rose,David's Nose,94,"Taipei, Taiwan","Embu County, Kenya",Medium-Light,60/77,NT $400/8 ounces,September 2022,9.0,9.0,9,9,8.0,,Kenya AA TOP Nairobi Rose,https://www.coffeereview.com/review/kenya-aa-top-nairobi-rose/,https://www.davidsnosecoffee.com/,1,0,0,0,0,0,$12.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Purple Tipsy Night,David's Nose,92,"Taipei, Taiwan",Ethiopia; Colombia,Light,65/81,NT $400/8 ounces,September 2022,9.0,8.0,9,9,7.0,,Purple Tipsy Night,https://www.coffeereview.com/review/purple-tipsy-night/,https://www.davidsnosecoffee.com/,1,0,0,0,0,1,$12.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,
Kahiko,Hula Daddy Kona Coffee,96,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/74,$47.95/8 ounces,September 2022,9.0,9.0,9,10,9.0,,Kahiko,https://www.coffeereview.com/review/kahiko/,http://bit.ly/2oBDGmP,0,0,0,1,0,0,$47.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,
Kenya Ndumberi Peaberry,Mostra Coffee,94,"San Diego, California","Kiambu County, Kenya",Medium-Light,58/77,$27.00/14 ounces,September 2022,9.0,9.0,9,9,8.0,,Kenya Ndumberi Peaberry,https://www.coffeereview.com/review/kenya-ndumberi-peaberry/,https://mostracoffee.com/,1,0,0,0,0,0,$27.00/14 ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,
Kenya Ngaita Peaberry,Mostra Coffee,94,"San Diego, California","Kiambu County, Kenya",Medium-Light,60/77,$27.00/14 ounces,September 2022,9.0,9.0,8,9,9.0,,Kenya Ngaita Peaberry,https://www.coffeereview.com/review/kenya-ngaita-peaberry/,https://mostracoffee.com/,1,0,0,0,0,0,$27.00/14 ounces,32.7174202,-117.162772,14.1,24.0,18.9,0.0,
